id,orig_label,premise,hypothesis,attack_label,after_attack
3128,neutral,你 会 和 玩 滑板 鞋 的 人 一起 或者 往 街机 里 投 几 个 硬币,你 可以 在 拉斯维加斯 赌博 。,contradiction,你 得了 在 拉斯维加斯 赌博 。
3129,entailment,你 会 和 玩 滑板 鞋 的 人 一起 或者 往 街机 里 投 几 个 硬币,你 可以 赌一把 。,neutral,您 能够 赌一把 。
3130,entailment,你 会 和 玩 滑板 鞋 的 人 一起 或者 往 街机 里 投 几 个 硬币,你 可以 赌一把 。,contradiction,你 得了 赌一把 。
3131,contradiction,博物馆 布置 精美 ， 大多 提供 宣传 页 （ 通常 是 德文 ， 也 有 英文 和 发文 宣传 页 ） ； 还有 随处可见 的 诚实 ,博物馆 布局 不 佳 。,neutral,博物馆 作文 要 漂亮 。
3132,contradiction,博物馆 布置 精美 ， 大多 提供 宣传 页 （ 通常 是 德文 ， 也 有 英文 和 发文 宣传 页 ） ； 还有 随处可见 的 诚实 ,博物馆 布局 不 佳 。,entailment,博物馆 布局 可 佳 。
3133,neutral,这 是 匈牙利 的 新人 ， 如果 你 想 参加 比赛 ， 你 将 不得不 开 出 一 条 出路 。,比赛 场地 距离 酒店 有 一个 小时 的 车程 。,entailment,比赛 场地 距离 酒店 有 一个 时 的 车程 。
3134,neutral,这 是 匈牙利 的 新人 ， 如果 你 想 参加 比赛 ， 你 将 不得不 开 出 一 条 出路 。,比赛 场地 距离 酒店 有 一个 小时 的 车程 。,contradiction,相称 地点 距离 酒店 是 一个 时 的 车程 。
3135,entailment,道路 蜿蜒 曲折 ， 弯弯曲曲 ， 起伏 不 平 。,这 条 路 弯弯曲曲 。,neutral,顿时 项目 途径 弯弯曲曲 。
3136,entailment,道路 蜿蜒 曲折 ， 弯弯曲曲 ， 起伏 不 平 。,这 条 路 弯弯曲曲 。,contradiction,立即 条 路 弯弯曲曲 。
3137,neutral,道路 蜿蜒 曲折 ， 弯弯曲曲 ， 起伏 不 平 。,这 条 路 很 弯曲 ， 很 难 开车 。,entailment,立时 章 道路 相当 曲折 ， 相当 无能为力 行车 。
3138,neutral,道路 蜿蜒 曲折 ， 弯弯曲曲 ， 起伏 不 平 。,这 条 路 很 弯曲 ， 很 难 开车 。,contradiction,这 条 公路 很 扭曲 ， 很 不能 开车 。
3139,contradiction,道路 蜿蜒 曲折 ， 弯弯曲曲 ， 起伏 不 平 。,这 条 路 是 笔直 的 。,neutral,这 项目 途径 在于 笔直 的 。
3140,contradiction,道路 蜿蜒 曲折 ， 弯弯曲曲 ， 起伏 不 平 。,这 条 路 是 笔直 的 。,entailment,这 条 道路 在于 笔直 的 。
3141,contradiction,今天 在 北京 几乎 没有 它 的 踪迹 。,你 仍然 可以 看到 一 大 堆 。,neutral,你 蒸馏 可以 看到 一 大 堆 。
3142,contradiction,今天 在 北京 几乎 没有 它 的 踪迹 。,你 仍然 可以 看到 一 大 堆 。,entailment,你 已经 好吧 瞥见 乙 曼 堆 。
3143,entailment,今天 在 北京 几乎 没有 它 的 踪迹 。,你 在 北京 看 不 到 多少 东西 。,neutral,你 在 北京 看 不 到 多少 用具 。
3144,entailment,今天 在 北京 几乎 没有 它 的 踪迹 。,你 在 北京 看 不 到 多少 东西 。,contradiction,你 在 北京 看 都 到 多少 东西 。
3145,contradiction,许多 州 和 地方 政府 都 有 额外 的 审计 要求 。,地方 政府 没有 要求 。,neutral,地方 政府 却 要求 。
3146,contradiction,许多 州 和 地方 政府 都 有 额外 的 审计 要求 。,地方 政府 没有 要求 。,entailment,地方 政府 并没有 要求 。
3147,entailment,许多 州 和 地方 政府 都 有 额外 的 审计 要求 。,额外 审计 的 要求 是 由 当地 政府 颁布 。,neutral,额外 审计 的 要求 是 由于 当地 政府 颁布 。
3148,entailment,许多 州 和 地方 政府 都 有 额外 的 审计 要求 。,额外 审计 的 要求 是 由 当地 政府 颁布 。,contradiction,特为 核对 的 要求 是 由 内陆 政府 颁布 。
3149,neutral,信息 安全 组 每月 进行 8 至 12 次 会议 。,安全 组 每月 平均 进行 9 次 会话 。,entailment,安全 组 每月 平均 进行 12 次 会话 。
3150,neutral,信息 安全 组 每月 进行 8 至 12 次 会议 。,安全 组 每月 平均 进行 9 次 会话 。,contradiction,安全 组 每月 相等 进行 9 次 会话 。
3151,entailment,但是 ， 初步 工程 早就 已经 完成 。,工程 有 初步 阶段 。,neutral,计划 有 发端 季节 。
3152,entailment,但是 ， 初步 工程 早就 已经 完成 。,工程 有 初步 阶段 。,contradiction,投影 为 始 季节 。
3153,contradiction,但是 ， 初步 工程 早就 已经 完成 。,工程 只 发生 在 最后阶段 。,neutral,计划 但 爆发 在 最后阶段 。
3154,contradiction,但是 ， 初步 工程 早就 已经 完成 。,工程 只 发生 在 最后阶段 。,entailment,工程 不过 发生 在 最后阶段 。
3155,neutral,但是 ， 初步 工程 早就 已经 完成 。,如果 没有 初级阶段 ， 工程 很 可能 会 在 以后 的 阶段 失败 。,Failed,如果 没有 初级阶段 ， 工程 很 可能 会 在 以后 的 阶段 失败 。
3156,neutral,但是 ， 初步 工程 早就 已经 完成 。,如果 没有 初级阶段 ， 工程 很 可能 会 在 以后 的 阶段 失败 。,contradiction,如果 从来 初级阶段 ， 工程 很 可能 会 在 以后 的 阶段 失败 。
3157,contradiction,代替 建立 完全 集中 或 分散 的 cio 组织 ， 领先 机构 通过 组合 这些 结构 来 管理 他们 的 信息 资源 。,组织 不 知道 如何 管理 他们 的 信息 。,neutral,组织 要 知道 如何 管理 他们 的 电文 。
3158,contradiction,代替 建立 完全 集中 或 分散 的 cio 组织 ， 领先 机构 通过 组合 这些 结构 来 管理 他们 的 信息 资源 。,组织 不 知道 如何 管理 他们 的 信息 。,entailment,组织 可 知道 如何 管理 他们 的 信息 。
3159,neutral,代替 建立 完全 集中 或 分散 的 cio 组织 ， 领先 机构 通过 组合 这些 结构 来 管理 他们 的 信息 资源 。,组织 通过 招聘 数据 科学家 来 管理 他们 的 数据 。,entailment,组织 认领 吸收 基准 科学家 来 治理 他们 的 数据 。
3160,neutral,代替 建立 完全 集中 或 分散 的 cio 组织 ， 领先 机构 通过 组合 这些 结构 来 管理 他们 的 信息 资源 。,组织 通过 招聘 数据 科学家 来 管理 他们 的 数据 。,contradiction,组织 认领 补给 数据 科学家 来 管制 他们 的 数据 。
3161,entailment,代替 建立 完全 集中 或 分散 的 cio 组织 ， 领先 机构 通过 组合 这些 结构 来 管理 他们 的 信息 资源 。,组织 用 多种 方式 管理 他们 的 信息 资源 。,neutral,社团 使得 多种 方式 管理 前途 的 信息 资源 。
3162,entailment,代替 建立 完全 集中 或 分散 的 cio 组织 ， 领先 机构 通过 组合 这些 结构 来 管理 他们 的 信息 资源 。,组织 用 多种 方式 管理 他们 的 信息 资源 。,contradiction,组织 不得不 多种 方式 管制 他们 的 信息 资源 。
3163,entailment,由于 标题 7 要求 在 支付 认证 前 确定 旅行 报销 的 有效性 ， 我们 认为 将 所有 费用 单独 列入 旅行 凭证 有助于 ,标题 7 涉及 旅行 报销 。,neutral,科目 7 涉及 旅行 报销 。
3164,entailment,由于 标题 7 要求 在 支付 认证 前 确定 旅行 报销 的 有效性 ， 我们 认为 将 所有 费用 单独 列入 旅行 凭证 有助于 ,标题 7 涉及 旅行 报销 。,contradiction,标题 7 纠缠 旅行 报销 。
3165,neutral,我们 对 该 分析 中 所 使用 的 初始 研究 的 检查 发现 ， 可能 受 gam 问题 影响 的 健康 终点 降低 了 基本 和 替代 ,健康 端点 挽救 了 医院 的 资金 。,entailment,健康 端点 补救 了 院 的 基金 。
3166,neutral,我们 对 该 分析 中 所 使用 的 初始 研究 的 检查 发现 ， 可能 受 gam 问题 影响 的 健康 终点 降低 了 基本 和 替代 ,健康 端点 挽救 了 医院 的 资金 。,contradiction,健康 端点 挽救 了 学院 的 资 。
3167,neutral,因此 ， 政府 决策者 和 经理人 正 在 采用 新 的 思维 方法 ， 思考 达成 目标 的 不同 方法 ， 并 利用 新 的 信息 ,政府代表 正 试图 换位 思考 ， 来 增加 他们 的 权利 。,entailment,政府代表 正 试图 换位 思考 ， 来 增加 今后 的 权利 。
3168,neutral,因此 ， 政府 决策者 和 经理人 正 在 采用 新 的 思维 方法 ， 思考 达成 目标 的 不同 方法 ， 并 利用 新 的 信息 ,政府代表 正 试图 换位 思考 ， 来 增加 他们 的 权利 。,contradiction,政府代表 只 试图 换位 思考 ， 来 增加 他们 的 权利 。
3169,contradiction,因此 ， 政府 决策者 和 经理人 正 在 采用 新 的 思维 方法 ， 思考 达成 目标 的 不同 方法 ， 并 利用 新 的 信息 ,政府 代表 拒绝 改变 他们 的 生活方式 。,neutral,政府 代表 废料 改变 他们 的 生活方式 。
3170,contradiction,因此 ， 政府 决策者 和 经理人 正 在 采用 新 的 思维 方法 ， 思考 达成 目标 的 不同 方法 ， 并 利用 新 的 信息 ,政府 代表 拒绝 改变 他们 的 生活方式 。,entailment,政府 代表 推 变化 他们 的 生活方式 。
3171,contradiction,这些 客户 不 懂 英语 ， 所以 需要 翻译 一下 案例 文件 。,案件 档案 只 允许 使用 英文 。,neutral,案件 档案 只 许可证 使用 英文 。
3172,contradiction,这些 客户 不 懂 英语 ， 所以 需要 翻译 一下 案例 文件 。,案件 档案 只 允许 使用 英文 。,entailment,例子 文件 唯 允许 应用 英文 。
3173,neutral,这些 客户 不 懂 英语 ， 所以 需要 翻译 一下 案例 文件 。,案件 文件 可以 用 中文 或 俄文 书写 。,Failed,案件 文件 可以 用 中文 或 俄文 书写 。
3174,neutral,这些 客户 不 懂 英语 ， 所以 需要 翻译 一下 案例 文件 。,案件 文件 可以 用 中文 或 俄文 书写 。,Failed,案件 文件 可以 用 中文 或 俄文 书写 。
3175,entailment,这 适用于 由 单个 c - r 函数 定义 的 c - r 关系 和 由 多 个 c - r 函数 集 定义 的 c - r 关系 。,有 很多 c - r 函数 一 起 工作 。,neutral,有 很多 c - r 函数 唯一 起 工作 。
3176,entailment,这 适用于 由 单个 c - r 函数 定义 的 c - r 关系 和 由 多 个 c - r 函数 集 定义 的 c - r 关系 。,有 很多 c - r 函数 一 起 工作 。,contradiction,具 亿 c - r 函数 只 起 工作 。
3177,neutral,目前 正在 进行 或 计划 进行 的 其他 工作 包括,我们 的 大部分 努力 已经 开始 。,entailment,阿拉 的 大部份 竭尽全力 已经 着手 。
3178,neutral,目前 正在 进行 或 计划 进行 的 其他 工作 包括,我们 的 大部分 努力 已经 开始 。,contradiction,我们 的 基本上 竭尽全力 已经 始 。
3179,contradiction,目前 正在 进行 或 计划 进行 的 其他 工作 包括,我们 对 未来 没有 任何 计划 。,neutral,我们 对 未来 却 甚至 设计 。
3180,contradiction,目前 正在 进行 或 计划 进行 的 其他 工作 包括,我们 对 未来 没有 任何 计划 。,Failed,我们 对 未来 没有 任何 计划 。
3181,entailment,包括 短暂 的 时间 范围 ， 删除 原始 计算机 文件 以及 缺少 对 所 需 文件 的 访问 等 因素 。,他们 删除 了 原始 的 计算机 文件 。,neutral,他们 删除 了 原始 的 计算机 锉刀 。
3182,entailment,包括 短暂 的 时间 范围 ， 删除 原始 计算机 文件 以及 缺少 对 所 需 文件 的 访问 等 因素 。,他们 删除 了 原始 的 计算机 文件 。,contradiction,他们 省略 了 原始 的 计算机 文件 。
3183,neutral,图 4 显示 了 工作 共享 服务 的 供给 曲线 。,7月份 的 共享 服务 需求量 更 大 。,Failed,7月份 的 共享 服务 需求量 更 大 。
3184,neutral,图 4 显示 了 工作 共享 服务 的 供给 曲线 。,7月份 的 共享 服务 需求量 更 大 。,Failed,7月份 的 共享 服务 需求量 更 大 。
3185,contradiction,图 4 显示 了 工作 共享 服务 的 供给 曲线 。,工作 共享 服务 根本 没有 需求 。,neutral,工作 共享 服务 根本 却 需求 。
3186,contradiction,图 4 显示 了 工作 共享 服务 的 供给 曲线 。,工作 共享 服务 根本 没有 需求 。,entailment,工作 分享 服务 本 并没有 请求 。
3187,neutral,然后 ， 另 一 位 之前 已经 参观 过 的 代表 又 拜访 了 新 的 供应商 ， 解开 了 迷惑 并且 一起 探讨 了 在 索取 样品 ,代表 参观 了 一个 小时 。,entailment,代表 参观 了 一个 时候 。
3188,neutral,然后 ， 另 一 位 之前 已经 参观 过 的 代表 又 拜访 了 新 的 供应商 ， 解开 了 迷惑 并且 一起 探讨 了 在 索取 样品 ,代表 参观 了 一个 小时 。,contradiction,指明 探视 了 一个 幼 。
3189,entailment,然后 ， 另 一 位 之前 已经 参观 过 的 代表 又 拜访 了 新 的 供应商 ， 解开 了 迷惑 并且 一起 探讨 了 在 索取 样品 ,有 一 位 代表 进行 了 访问 。,neutral,有 每 位 代表 进行 了 访问 。
3190,entailment,然后 ， 另 一 位 之前 已经 参观 过 的 代表 又 拜访 了 新 的 供应商 ， 解开 了 迷惑 并且 一起 探讨 了 在 索取 样品 ,有 一 位 代表 进行 了 访问 。,contradiction,有 唯一 位 代表 进行 了 访问 。
3191,contradiction,然后 ， 另 一 位 之前 已经 参观 过 的 代表 又 拜访 了 新 的 供应商 ， 解开 了 迷惑 并且 一起 探讨 了 在 索取 样品 ,我们 从未 拜访 过 。,neutral,我们 历来 拜访 过 。
3192,contradiction,然后 ， 另 一 位 之前 已经 参观 过 的 代表 又 拜访 了 新 的 供应商 ， 解开 了 迷惑 并且 一起 探讨 了 在 索取 样品 ,我们 从未 拜访 过 。,Failed,我们 从未 拜访 过 。
3193,entailment,不仅仅 储蓄 影响 财富 的 存量 ， 而 财富 反过来 影响 储蓄 的 选择 。,一个 从 是否 选择 储蓄 受 其 财富 的 影响 。,neutral,一个 从 是否 选定 储蓄 受 就是说 财富 的 困扰 。
3194,entailment,不仅仅 储蓄 影响 财富 的 存量 ， 而 财富 反过来 影响 储蓄 的 选择 。,一个 从 是否 选择 储蓄 受 其 财富 的 影响 。,contradiction,一个 既然 是否 选择 沉积 忍受 其 财富 的 影响 。
3195,contradiction,不仅仅 储蓄 影响 财富 的 存量 ， 而 财富 反过来 影响 储蓄 的 选择 。,财富 和 储蓄 通常 没有 任何 关系 。,neutral,财富 和 矿床 通常 没有 甚至 来由 。
3196,contradiction,不仅仅 储蓄 影响 财富 的 存量 ， 而 财富 反过来 影响 储蓄 的 选择 。,财富 和 储蓄 通常 没有 任何 关系 。,entailment,财富 与 储蓄 通常 却 便 关系 。
3197,neutral,不仅仅 储蓄 影响 财富 的 存量 ， 而 财富 反过来 影响 储蓄 的 选择 。,富有 的 人 更 有 可能 节省 更 多 的 收入 。,entailment,富裕 的 人 又 存在 可能性 积蓄 又 多 的 记 。
3198,neutral,不仅仅 储蓄 影响 财富 的 存量 ， 而 财富 反过来 影响 储蓄 的 选择 。,富有 的 人 更 有 可能 节省 更 多 的 收入 。,Failed,富有 的 人 更 有 可能 节省 更 多 的 收入 。
3199,contradiction,例如 ， 我们 研究 过 的 一个 机构 就 经历 了 两 次 兼并 ， 企业 需要 在 短 时间 内 整合 新 的 业务 和 重组 来 ,即使 有 两 个 合并 公司 ， 公司 也 没 必要 经历 等级 的 重组 。,neutral,即使 有 两 个 合并 公司 ， 公司 也 末期 必要 经历 等级 的 重组 。
3200,contradiction,例如 ， 我们 研究 过 的 一个 机构 就 经历 了 两 次 兼并 ， 企业 需要 在 短 时间 内 整合 新 的 业务 和 重组 来 ,即使 有 两 个 合并 公司 ， 公司 也 没 必要 经历 等级 的 重组 。,entailment,如果 有 两 个 合并 公司 ， 公司 或 下来 必要 经历 等级 的 重组 。
3201,neutral,例如 ， 我们 研究 过 的 一个 机构 就 经历 了 两 次 兼并 ， 企业 需要 在 短 时间 内 整合 新 的 业务 和 重组 来 ,将 两 个 公司 合并 为 一个 机构 并且 重组 的 结果 是 混乱 的 工作 环境 。,entailment,将 两 个 公司 合并 为 一个 机制 并且 重组 的 终于 在于 紊乱 的 工作 条件 。
3202,neutral,例如 ， 我们 研究 过 的 一个 机构 就 经历 了 两 次 兼并 ， 企业 需要 在 短 时间 内 整合 新 的 业务 和 重组 来 ,将 两 个 公司 合并 为 一个 机构 并且 重组 的 结果 是 混乱 的 工作 环境 。,contradiction,对 两 独自 公司 合并 为 一个 机构 况且 重组 的 结果 是 混乱 的 工作 环境 。
3203,contradiction,在 设计 中 ， 我们 担心 还 未 核实 有否 实际 出行 的 旅行 前 已经 被 扣款 。,我们 知道 这 付款 会 永远 持续 。,neutral,我等 了然 顿时 付款 以为 悠久 一口气 。
3204,contradiction,在 设计 中 ， 我们 担心 还 未 核实 有否 实际 出行 的 旅行 前 已经 被 扣款 。,我们 知道 这 付款 会 永远 持续 。,entailment,我们 了然 顿时 豁免 会 长期 一口气 。
3205,neutral,在 设计 中 ， 我们 担心 还 未 核实 有否 实际 出行 的 旅行 前 已经 被 扣款 。,我们 认为 付款 可能 会 过早 ， 我们 会 受到 欺骗 。,entailment,我们 以为 豁免 可能 见 陈词滥调 ， 我们 会儿 得到 哄骗 。
3206,neutral,在 设计 中 ， 我们 担心 还 未 核实 有否 实际 出行 的 旅行 前 已经 被 扣款 。,我们 认为 付款 可能 会 过早 ， 我们 会 受到 欺骗 。,contradiction,我们 认为 汇 或 会 过早 ， 我们 会 受到 哄骗 。
3207,neutral,在 这些 机构 里 ， 业务 流程 中 充分 集成 了 技术 ， 因为 在 这里 ， 技术 被 视作 商业 赋 能器 ， 而 不 只 是 ,高级 调度 软件 是 众 企业 关注 的 关键 技术 之一 。,entailment,高级 调整 软件 即 众 业务 关系 的 枢纽 手法 之一 。
3208,neutral,在 这些 机构 里 ， 业务 流程 中 充分 集成 了 技术 ， 因为 在 这里 ， 技术 被 视作 商业 赋 能器 ， 而 不 只 是 ,高级 调度 软件 是 众 企业 关注 的 关键 技术 之一 。,Failed,高级 调度 软件 是 众 企业 关注 的 关键 技术 之一 。
3209,contradiction,在 这些 机构 里 ， 业务 流程 中 充分 集成 了 技术 ， 因为 在 这里 ， 技术 被 视作 商业 赋 能器 ， 而 不 只 是 ,技术 只 是 一 种 工具 ， 而 不 是 业务 推动者 。,neutral,技术 只 是 唯一 种 工具 ， 但 要 就 生意 推动者 。
3210,contradiction,在 这些 机构 里 ， 业务 流程 中 充分 集成 了 技术 ， 因为 在 这里 ， 技术 被 视作 商业 赋 能器 ， 而 不 只 是 ,技术 只 是 一 种 工具 ， 而 不 是 业务 推动者 。,entailment,技术 不过 是 一 种 工具 ， 而 不 是 业务 推动者 。
3211,contradiction,然而 ， 科咨委 在 最近 的 文献 中 支持 这 一 问题 （ rossi et al 。,科 咨委 完全 忽视 了 这个 话题 。,neutral,科 咨委 完成 轻视 了 这个 话题 。
3212,contradiction,然而 ， 科咨委 在 最近 的 文献 中 支持 这 一 问题 （ rossi et al 。,科 咨委 完全 忽视 了 这个 话题 。,entailment,分支 咨委 完成 漠视 了 这个 话题 。
3213,neutral,然而 ， 科咨委 在 最近 的 文献 中 支持 这 一 问题 （ rossi et al 。,sab 谈论 了 对 国家 的 重要性 。,entailment,sab 论 了 对 状态 的 含义 。
3214,neutral,然而 ， 科咨委 在 最近 的 文献 中 支持 这 一 问题 （ rossi et al 。,sab 谈论 了 对 国家 的 重要性 。,Failed,sab 谈论 了 对 国家 的 重要性 。
3215,entailment,然而 ， 科咨委 在 最近 的 文献 中 支持 这 一 问题 （ rossi et al 。,科 咨委 讨论 了 这个 问题 。,neutral,科威特 咨委 讨论 了 这个 问题 。
3216,entailment,然而 ， 科咨委 在 最近 的 文献 中 支持 这 一 问题 （ rossi et al 。,科 咨委 讨论 了 这个 问题 。,contradiction,树枝 咨委 议 了 斯 解开 。
3217,neutral,作为 一个 简单 的 例子 ， 假设 工作 共享 的 成本 是 10a ， 而 基本 邮件 的 成本 是 16a 。,基本 邮件 的 成本 比 工作 分享 要 多 得 多 。,entailment,基本 邮件 的 成本 对比 工作 分享 要 多 得 多 。
3218,neutral,作为 一个 简单 的 例子 ， 假设 工作 共享 的 成本 是 10a ， 而 基本 邮件 的 成本 是 16a 。,基本 邮件 的 成本 比 工作 分享 要 多 得 多 。,contradiction,根本 邮件 的 成本 相比 工作 分享 不得不 数以万计 得 数以万计 。
3219,entailment,文献 中 经常 出现 的 两 个 概念 可能 对 未来 的 研究 有所 帮助 。,文学 作品 可以 改变 未来 的 研究 。,neutral,文学 作品 可以 改变 明天 的 研究 。
3220,entailment,文献 中 经常 出现 的 两 个 概念 可能 对 未来 的 研究 有所 帮助 。,文学 作品 可以 改变 未来 的 研究 。,contradiction,篇章 构思 得了 转换 未来 的 研究 。
3221,contradiction,文献 中 经常 出现 的 两 个 概念 可能 对 未来 的 研究 有所 帮助 。,在 改变 研究 方面 没有 别的 事 可 做 。,neutral,在 改变 研究 方面 却 别的 事 可 做 。
3222,contradiction,文献 中 经常 出现 的 两 个 概念 可能 对 未来 的 研究 有所 帮助 。,在 改变 研究 方面 没有 别的 事 可 做 。,entailment,在 改变 研究 处 并没有 别的 务 可以 做 。
3223,neutral,由 方框 组成 的 线条 显示 所有 邮寄 人 的 福利 水平 , 而 由 菱形 组成 的 线 显示 将 工作 转移 到 另 一 方 的 ,这些 线条 计算 出 邮件 的 福利 水平 是 十 个 百分比 。,entailment,具体 线条 计算 出 通报 的 福利 水平 在于 十 个别 对比 。
3224,neutral,由 方框 组成 的 线条 显示 所有 邮寄 人 的 福利 水平 , 而 由 菱形 组成 的 线 显示 将 工作 转移 到 另 一 方 的 ,这些 线条 计算 出 邮件 的 福利 水平 是 十 个 百分比 。,contradiction,具体 路线 算 出来 职守 的 福利 夷平 为 十 独 百分比 。
3225,contradiction,由 方框 组成 的 线条 显示 所有 邮寄 人 的 福利 水平 , 而 由 菱形 组成 的 线 显示 将 工作 转移 到 另 一 方 的 ,线路 不 显示 路线 以外 的 任何 其他 内容 。,neutral,线路 要 涌现 路线 以外 的 甚 其他 内容 。
3226,contradiction,由 方框 组成 的 线条 显示 所有 邮寄 人 的 福利 水平 , 而 由 菱形 组成 的 线 显示 将 工作 转移 到 另 一 方 的 ,线路 不 显示 路线 以外 的 任何 其他 内容 。,entailment,线路 可 显示 线条 以外 的 可 其他 内容 。
3227,entailment,由 方框 组成 的 线条 显示 所有 邮寄 人 的 福利 水平 , 而 由 菱形 组成 的 线 显示 将 工作 转移 到 另 一 方 的 ,这些 线条 显示 了 所 有 邮寄者 的 福利 。,neutral,这些 线条 展现 了 所 有 邮寄者 的 福利 。
3228,entailment,由 方框 组成 的 线条 显示 所有 邮寄 人 的 福利 水平 , 而 由 菱形 组成 的 线 显示 将 工作 转移 到 另 一 方 的 ,这些 线条 显示 了 所 有 邮寄者 的 福利 。,contradiction,这些 路线 显示 了 所在 是 邮寄者 的 福利 。
3229,contradiction,根据 此 风险 评估 ， centrelink 制定 了 一 系列 具体 的 预防 策略 ， 旨在 教育 受益人 和 雇主 有关 收入 报告 的 ,centrelink 不 知道 如何 解决 这个 问题 。,neutral,centrelink 都 知道 如何 解决 这个 问题 。
3230,contradiction,根据 此 风险 评估 ， centrelink 制定 了 一 系列 具体 的 预防 策略 ， 旨在 教育 受益人 和 雇主 有关 收入 报告 的 ,centrelink 不 知道 如何 解决 这个 问题 。,entailment,centrelink 可 知道 如何 处置 诸如此类 问题 。
3231,neutral,根据 此 风险 评估 ， centrelink 制定 了 一 系列 具体 的 预防 策略 ， 旨在 教育 受益人 和 雇主 有关 收入 报告 的 ,centrelink 有 很多 策略 来 教人 们 如何 报告 收入 ， 因为 政府 在 失误 中 损失 了 很多 钱 。,Failed,centrelink 有 很多 策略 来 教人 们 如何 报告 收入 ， 因为 政府 在 失误 中 损失 了 很多 钱 。
3232,neutral,根据 此 风险 评估 ， centrelink 制定 了 一 系列 具体 的 预防 策略 ， 旨在 教育 受益人 和 雇主 有关 收入 报告 的 ,centrelink 有 很多 策略 来 教人 们 如何 报告 收入 ， 因为 政府 在 失误 中 损失 了 很多 钱 。,contradiction,centrelink 在 多元 方针 来 教人 们 怎 讲述 留 ， 因 政府 在 不是 际 损坏 了 多元 钱 。
3233,entailment,这 允许 在 设计 公司 在 制造 设备 和 工具 上 进行 更 昂贵 的 投资 以 建立 示范 阶段 的 生产 代表 原型 之前 对 ,然后 他们 可以 展示 设计 是 如何 运作 的 。,neutral,其次 他们 可以 展示 计划 是 如何 运作 的 。
3234,entailment,这 允许 在 设计 公司 在 制造 设备 和 工具 上 进行 更 昂贵 的 投资 以 建立 示范 阶段 的 生产 代表 原型 之前 对 ,然后 他们 可以 展示 设计 是 如何 运作 的 。,contradiction,然后 他们 得了 展示 设计 是 怎 重力 的 。
3235,contradiction,这 允许 在 设计 公司 在 制造 设备 和 工具 上 进行 更 昂贵 的 投资 以 建立 示范 阶段 的 生产 代表 原型 之前 对 ,他们 不 知道 如何 证明 投资 的 影响 。,neutral,他们 都 知道 如何 证明 投资 的 影响 。
3236,contradiction,这 允许 在 设计 公司 在 制造 设备 和 工具 上 进行 更 昂贵 的 投资 以 建立 示范 阶段 的 生产 代表 原型 之前 对 ,他们 不 知道 如何 证明 投资 的 影响 。,entailment,这样 可 了然 如何 证明 投资 的 影响 。
3237,neutral,否则 会 给 gao 的 员工 ， 新闻界 和 公众 发出 令人不安 的 信息 。,如果 你 不 向 工人 们 表示 你 听到 了 他们 的 声音 ， 那 就 是 件 坏事 。,Failed,如果 你 不 向 工人 们 表示 你 听到 了 他们 的 声音 ， 那 就 是 件 坏事 。
3238,neutral,否则 会 给 gao 的 员工 ， 新闻界 和 公众 发出 令人不安 的 信息 。,如果 你 不 向 工人 们 表示 你 听到 了 他们 的 声音 ， 那 就 是 件 坏事 。,contradiction,既然 你 不 向 工人 们 表示 你 听到 了 他们 的 声音 ， 那 就 是 件 坏事 。
3239,contradiction,南卡罗来纳州 的 共同 努力 在 第二 年 取得 了 另 一个 成功 。,在 南卡罗莱纳 没 人 一起 工作 。,neutral,在 南卡罗莱纳 末期 人 一起 工作 。
3240,contradiction,南卡罗来纳州 的 共同 努力 在 第二 年 取得 了 另 一个 成功 。,在 南卡罗莱纳 没 人 一起 工作 。,entailment,在 南卡罗莱纳 终了 人 共同 运作 。
3241,entailment,南卡罗来纳州 的 共同 努力 在 第二 年 取得 了 另 一个 成功 。,sc 共同 工作 。,neutral,sc 共同 就业 。
3242,entailment,南卡罗来纳州 的 共同 努力 在 第二 年 取得 了 另 一个 成功 。,sc 共同 工作 。,contradiction,sc 共同 干活 。
3243,neutral,南卡罗来纳州 的 共同 努力 在 第二 年 取得 了 另 一个 成功 。,南卡罗来纳州 的 民主党 人士 和 共和党 人 正 在 共同努力 。,Failed,南卡罗来纳州 的 民主党 人士 和 共和党 人 正 在 共同努力 。
3244,neutral,南卡罗来纳州 的 共同 努力 在 第二 年 取得 了 另 一个 成功 。,南卡罗来纳州 的 民主党 人士 和 共和党 人 正 在 共同努力 。,contradiction,南卡罗来纳州 的 民主党 人 及 共和党 人 只 在 共同努力 。
3245,entailment,县 工作 人员 也 将 随时 帮助 当事人 进行 研究 。,县 员工 可以 帮助 人们,neutral,县 员工 罐头 帮助 人们
3246,entailment,县 工作 人员 也 将 随时 帮助 当事人 进行 研究 。,县 员工 可以 帮助 人们,contradiction,县 员工 得了 帮助 人们
3247,contradiction,县 工作 人员 也 将 随时 帮助 当事人 进行 研究 。,没有 人 会 去 帮助 这项 研究 。,neutral,并没有 人 会 去 助益 这项 科研 。
3248,contradiction,县 工作 人员 也 将 随时 帮助 当事人 进行 研究 。,没有 人 会 去 帮助 这项 研究 。,entailment,却 人 会 去 帮助 这项 研究 。
3249,entailment,首席 信息官 和 决策 机构 决定 什么 类型 的 工作 适合 外包 ， 什么 类型 的 工作 最 好在 内部 完成 。,cio 称 工作 还 可以 。,neutral,cio 称 工作 还 罐头 。
